package_id,block_type,congress,bill_type,bill_num,action_date,n_words,text_sha,score,score_max,n_chunks,scored_words,top_bucket,month,post,pre,dup_group,is_first_appearance,recycled_from_pre,origin_chamber,introduced_date,policy_area,sponsor_bioguide,sponsor_party,sponsor_state,public_law_number,n_cosponsors,n_cosponsors_opposite,n_cosponsors_orig,n_cosponsors_opposite_orig,bipartisan_share,bipartisan_share_orig,is_bipartisan,is_bipartisan_orig,reported_all,passed_house_all,passed_senate_all,presented_all,became_law_all,max_stage_all,reported_12m,passed_house_12m,passed_senate_12m,presented_12m,became_law_12m,max_stage_12m,chamber_majority,sponsor_in_majority,max_stage_possible,stage_frac_all,succeeded_all,stage_frac_12m,succeeded_12m,n_actions,window_complete,commem,bioguide,freshman,birth_year,member_age,gender,n_terms,born_after_1980,topic_international_affairs,topic_health,topic_armed_forces_and_national_secu,topic_crime_and_law_enforcement,topic_government_operations_and_poli,topic_education,"topic_civil_rights_and_liberties,_mi",topic_public_lands_and_natural_resou,"topic_science,_technology,_communica",topic_immigration,topic_environmental_protection,topic_congress,topic_finance_and_financial_sector,topic_labor_and_employment,topic_transportation_and_public_work,sen_pct,is_house,office_capacity,high_capacity,senior_majority,is_freshman,is_republican,is_resolution,ln_words,ln_cosponsors,is_119,is_likely_ai
BILLS-119sres472is,preamble,119,sres,472,2025-10-29,244,27f9fc84fb44e0ef15ce444c7089437e,0.14435,0.14435,1,240,0,2025-10,True,False,6dea8f9406bd1dbfdb166bd4,True,False,Senate,2025-10-29,International Affairs,W000437,R,MS,,2,2,2,2,1.0,1.0,1.0,True,False,False,False,False,False,0,False,False,False,False,False,0,R,1.0,2,0.0,False,0.0,False,3,False,True,W000437,False,1951.0,75.0,M,11,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8775229357798165,0.0,0.9510091743119268,1.0,0.8775229357798165,0.0,1.0,1.0,5.497168225293202,1.0986122886681098,1.0,0.0
BILLS-119sres473is,preamble,119,sres,473,2025-10-29,679,3360f7ff493bc60f446cb101a00a28ab,0.0919362235649546,0.09744,2,662,0,2025-10,True,False,c3328473d9c6f2dc38aa7020,True,False,Senate,2025-10-29,International Affairs,K000384,D,VA,,20,1,20,1,0.05,0.05,1.0,True,False,False,False,False,False,0,False,False,False,False,False,0,R,0.0,2,0.0,False,0.0,False,3,False,True,K000384,False,1958.0,68.0,M,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3394495412844037,0.0,0.4357798165137614,0.0,0.0,0.0,0.0,1.0,6.520621127558696,3.044522437723423,1.0,0.0
BILLS-119sres476is,preamble,119,sres,476,2025-10-30,163,25f539a05fd4a2cdcc30f8a4191ae436,0.20286,0.20286,1,151,0,2025-10,True,False,90ecd5808a60a12b454bf5a0,True,False,Senate,2025-10-30,Health,R000618,R,NE,,1,1,1,1,1.0,1.0,1.0,True,False,False,False,False,False,0,False,False,False,False,False,0,R,1.0,2,0.0,False,0.0,False,3,False,True,R000618,False,1964.0,62.0,M,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13348623853211,0.0,0.653394495412844,1.0,0.13348623853211,0.0,1.0,1.0,5.093750200806762,0.6931471805599453,1.0,0.0
BILLS-119sres477is,preamble,119,sres,477,2025-10-30,267,7cac54abe971206e4f19eba4f9210136,0.3065,0.3065,1,265,1,2025-10,True,False,b45e46fe20930f19d863d2a6,True,False,Senate,2025-10-30,Health,M001190,R,OK,,1,1,1,1,1.0,1.0,1.0,True,False,False,False,False,False,0,False,False,False,False,False,0,R,1.0,2,0.0,False,0.0,False,3,False,True,M001190,False,1977.0,49.0,M,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7389908256880734,0.0,0.8955963302752294,1.0,0.7389908256880734,0.0,1.0,1.0,5.58724865840025,0.6931471805599453,1.0,0.0
BILLS-119sres480is,preamble,119,sres,480,2025-10-30,321,b4b0820eec4ace10573946815b679954,0.09365,0.09365,1,309,0,2025-10,True,False,b14502da27ab347b429967c9,True,False,Senate,2025-10-30,Health,B001288,D,NJ,,0,0,0,0,0.0,,0.0,False,False,False,False,False,False,0,False,False,False,False,False,0,R,0.0,2,0.0,False,0.0,False,3,False,True,B001288,False,1969.0,57.0,M,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3394495412844037,0.0,0.4357798165137614,0.0,0.0,0.0,0.0,1.0,5.771441123130016,0.0,1.0,0.0
BILLS-119sres481is,preamble,119,sres,481,2025-11-03,482,313c7e90efeb4f7a4bc859769e73a8a2,0.1803707692307692,0.21924,2,455,0,2025-11,True,False,567db218430e043689267d5d,True,False,Senate,2025-11-03,Agriculture and Food,M001176,D,OR,,45,2,45,2,0.0444444444444444,0.0444444444444444,1.0,True,False,False,False,False,False,0,False,False,False,False,False,0,R,0.0,2,0.0,False,0.0,False,3,False,True,M001176,False,1956.0,70.0,M,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3394495412844037,0.0,0.4357798165137614,0.0,0.0,0.0,0.0,1.0,6.1779441140506,3.828641396489095,1.0,0.0
BILLS-119sres483is,preamble,119,sres,483,2025-11-05,1000,e7e1264e3335f6346471375c05e3f850,0.3961099385245901,0.4867,3,976,1,2025-11,True,False,442454b79a9b6e78f3e4f285,True,False,Senate,2025-11-05,Environmental Protection,W000800,D,VT,,17,1,16,0,0.0588235294117647,0.0,1.0,False,False,False,True,False,False,2,False,False,True,False,False,2,R,0.0,2,1.0,True,1.0,True,9,False,True,W000800,False,1947.0,79.0,M,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8105504587155963,0.0,0.6242201834862385,1.0,0.0,0.0,0.0,1.0,6.907755278982137,2.8903717578961645,1.0,1.0
BILLS-119sres486is,preamble,119,sres,486,2025-11-06,324,4ee96be8f3743f2fd523dea2d032deeb,0.29214,0.29214,1,318,1,2025-11,True,False,0a283bd5924b7d373dab04c1,True,False,Senate,2025-11-06,Government Operations and Politics,M000133,D,MA,,1,0,1,0,0.0,0.0,0.0,False,False,False,False,False,False,0,False,False,False,False,False,0,R,0.0,2,0.0,False,0.0,False,3,False,False,M000133,False,1946.0,80.0,M,23,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.981651376146789,0.0,0.6926605504587156,1.0,0.0,0.0,0.0,1.0,5.780743515792329,0.6931471805599453,1.0,0.0
BILLS-119sres487is,preamble,119,sres,487,2025-11-06,291,1c7673d955a51eb744b506a513db44ed,0.06636,0.06636,1,288,0,2025-11,True,False,d5df5cb538b43a866d81a0f7,True,False,Senate,2025-11-06,Education,P000145,D,CA,,2,1,2,1,0.5,0.5,1.0,True,False,False,False,False,False,0,False,False,False,False,False,0,R,0.0,2,0.0,False,0.0,False,3,False,True,P000145,False,1973.0,53.0,M,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3394495412844037,0.0,0.4357798165137614,0.0,0.0,0.0,0.0,1.0,5.673323267171493,1.0986122886681098,1.0,0.0
BILLS-119sres488is,preamble,119,sres,488,2025-11-06,350,6257cc04bb3df820dc35d49f0a46f5f2,0.29649,0.29649,1,341,1,2025-11,True,False,d8f9fef6e25acda4e4069f3f,True,False,Senate,2025-11-06,International Affairs,S001181,D,NH,,11,6,11,6,0.5454545454545454,0.5454545454545454,1.0,True,False,False,False,False,False,0,False,False,False,False,False,0,R,0.0,2,0.0,False,0.0,False,3,False,True,S001181,False,1947.0,79.0,F,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3394495412844037,0.0,0.4357798165137614,0.0,0.0,0.0,0.0,1.0,5.857933154483459,2.4849066497880004,1.0,0.0
BILLS-119sres489is,preamble,119,sres,489,2025-11-06,496,c8c0ef590fdd6a9fe1be4e6cefa34268,0.0797261316872428,0.1124,2,486,0,2025-11,True,False,b98a67985d214634b30879b3,True,False,Senate,2025-11-06,Education,H001079,R,MS,,1,0,1,0,0.0,0.0,0.0,False,False,False,True,False,False,2,False,False,True,False,False,2,R,1.0,2,1.0,True,1.0,True,9,False,False,H001079,False,1959.0,67.0,F,3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3394495412844037,0.0,0.7357798165137615,1.0,0.3394495412844037,0.0,1.0,1.0,6.206575926724928,0.6931471805599453,1.0,0.0
BILLS-119sres490is,preamble,119,sres,490,2025-11-06,531,0682682ef8448fc63f07acb242a42e44,0.3689506796116505,0.41129,2,515,1,2025-11,True,False,5e58678c6bcb0db7e2140cbc,True,False,Senate,2025-11-06,International Affairs,C001088,D,DE,,5,3,3,2,0.6,0.6666666666666666,1.0,True,False,False,False,False,False,0,False,False,False,False,False,0,R,0.0,2,0.0,False,0.0,False,3,False,False,C001088,False,1963.0,63.0,M,3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3394495412844037,0.0,0.4357798165137614,0.0,0.0,0.0,0.0,1.0,6.274762021241939,1.791759469228055,1.0,1.0
BILLS-119sres491is,preamble,119,sres,491,2025-11-07,274,fa91412257c64705760e855bb252d5c9,0.05336,0.05336,1,270,0,2025-11,True,False,be5a2a2c6b43e5284e769404,True,False,Senate,2025-11-07,Armed Forces and National Security,G000574,D,AZ,,1,1,0,0,1.0,,1.0,False,False,False,False,False,False,0,False,False,False,False,False,0,R,0.0,2,0.0,False,0.0,False,3,False,True,G000574,False,1979.0,47.0,M,6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7389908256880734,0.0,0.5955963302752294,0.0,0.0,0.0,0.0,1.0,5.613128106388071,0.6931471805599453,1.0,0.0
